#step enthalpy vol
0 -94510.903387435115292 5653.6946351555707224
1000 -94519.589931333975983 5653.6946351555707224
2000 -94511.882890426393715 5653.6946351555707224
3000 -94522.656803591627977 5653.6946351555707224
4000 -94514.835037416312844 5653.6946351555707224
5000 -94502.357021032425109 5653.6946351555707224
6000 -94506.394216574452003 5653.6946351555707224
7000 -94531.511722743380233 5653.6946351555707224
8000 -94530.363261130449246 5653.6946351555707224
9000 -94510.505058596929302 5653.6946351555707224
10000 -94497.917077060570591 5653.6946351555707224
11000 -94503.882019483367912 5653.6946351555707224
12000 -94515.438899934888468 5653.6946351555707224
13000 -94515.718302052089712 5653.6946351555707224
14000 -94515.742439094130532 5653.6946351555707224
15000 -94520.093577718769666 5653.6946351555707224
16000 -94507.44776315355557 5653.6946351555707224
17000 -94521.848066115679103 5653.6946351555707224
18000 -94512.036649831206887 5653.6946351555707224
19000 -94511.02071241736121 5653.6946351555707224
20000 -94516.429210129659623 5653.6946351555707224
21000 -94518.553709824016551 5653.6946351555707224
22000 -94512.733730514111812 5653.6946351555707224
23000 -94529.634357040573377 5653.6946351555707224
24000 -94526.249681667031837 5653.6946351555707224
25000 -94512.117227577939047 5653.6946351555707224
26000 -94517.643281351833139 5653.6946351555707224
27000 -94509.639573426946299 5653.6946351555707224
28000 -94515.101821750591625 5653.6946351555707224
29000 -94509.994789704374853 5653.6946351555707224
30000 -94522.58232256451447 5653.6946351555707224
31000 -94520.051679764816072 5653.6946351555707224
32000 -94523.611190681403968 5653.6946351555707224
33000 -94530.445456362140249 5653.6946351555707224
34000 -94514.482449848554097 5653.6946351555707224
35000 -94523.11004370462615 5653.6946351555707224
36000 -94518.430068636225769 5653.6946351555707224
37000 -94522.153347444356768 5653.6946351555707224
38000 -94521.024337636568816 5653.6946351555707224
39000 -94522.856177898283931 5653.6946351555707224
40000 -94528.862284909802838 5653.6946351555707224
41000 -94528.369389418425271 5653.6946351555707224
42000 -94518.058292269502999 5653.6946351555707224
43000 -94514.671454575436655 5653.6946351555707224
44000 -94505.732546901912428 5653.6946351555707224
45000 -94493.854352641588775 5653.6946351555707224
46000 -94525.410434390534647 5653.6946351555707224
47000 -94530.470219394570449 5653.6946351555707224
48000 -94517.221158300017123 5653.6946351555707224
49000 -94501.712838879670016 5653.6946351555707224
50000 -94505.012311754180701 5653.6946351555707224
51000 -94513.198057605040958 5653.6946351555707224
52000 -94513.829178258034517 5653.6946351555707224
53000 -94501.836608542842441 5653.6946351555707224
54000 -94526.881827800330939 5653.6946351555707224
55000 -94521.569141202577157 5653.6946351555707224
56000 -94525.412679389773984 5653.6946351555707224
57000 -94521.477974976252881 5653.6946351555707224
58000 -94522.583562298153993 5653.6946351555707224
59000 -94525.529068857256789 5653.6946351555707224
60000 -94504.182947604640503 5653.6946351555707224
61000 -94509.125509098579641 5653.6946351555707224
62000 -94522.853868726248038 5653.6946351555707224
63000 -94521.747469466616167 5653.6946351555707224
64000 -94511.032977239286993 5653.6946351555707224
65000 -94511.450832699250896 5653.6946351555707224
66000 -94507.361996409337735 5653.6946351555707224
67000 -94520.475827918489813 5653.6946351555707224
68000 -94516.038437730851001 5653.6946351555707224
69000 -94532.033912114973646 5653.6946351555707224
70000 -94526.404910366720287 5653.6946351555707224
71000 -94539.32681830022193 5653.6946351555707224
72000 -94519.285205422987929 5653.6946351555707224
